GEO,Year,decile,Type,variable,value
Iran,91,2,Expenditure,housing,29.23691054
Iran,91,3,Expenditure,housing,29.29600062
Iran,91,4,Expenditure,housing,29.30062017
Iran,91,5,Expenditure,housing,28.79160785
Iran,91,6,Expenditure,housing,28.90455243
Iran,91,7,Expenditure,housing,28.24950983
Iran,91,8,Expenditure,housing,28.17483282
Iran,91,9,Expenditure,housing,28.44029756
Iran,91,10,Expenditure,housing,30.932566
Iran,92,1,Expenditure,housing,27.8263169
Iran,92,2,Expenditure,housing,27.56856445
Iran,92,3,Expenditure,housing,27.9134193
Iran,92,4,Expenditure,housing,28.62020711
Iran,92,5,Expenditure,housing,28.04428983
Iran,92,6,Expenditure,housing,27.66708232
Iran,92,7,Expenditure,housing,28.20638506
Iran,92,8,Expenditure,housing,29.4464392
Iran,92,9,Expenditure,housing,28.85244186
Iran,92,10,Expenditure,housing,31.65431686
Iran,93,1,Expenditure,housing,29.41857032
Iran,93,2,Expenditure,housing,28.84125012
Iran,93,3,Expenditure,housing,29.10911032
Iran,93,4,Expenditure,housing,29.98918827
Iran,93,5,Expenditure,housing,29.76345583
Iran,93,6,Expenditure,housing,30.11647588
Iran,93,7,Expenditure,housing,30.20848719
Iran,93,8,Expenditure,housing,29.01260302
Iran,93,9,Expenditure,housing,29.62850842
Iran,93,10,Expenditure,housing,32.00768171
Iran,94,1,Expenditure,housing,28.92566277
Iran,94,2,Expenditure,housing,30.46549032
Iran,94,3,Expenditure,housing,29.81306145
Iran,94,4,Expenditure,housing,29.00053549
Iran,94,5,Expenditure,housing,30.23750409
Iran,94,6,Expenditure,housing,30.22119336
Iran,94,7,Expenditure,housing,29.60833722
Iran,94,8,Expenditure,housing,30.18022186
Iran,94,9,Expenditure,housing,30.85215534
Iran,94,10,Expenditure,housing,33.14136042
Iran,95,1,Expenditure,housing,30.56512979
Iran,95,2,Expenditure,housing,29.74036507
Iran,95,3,Expenditure,housing,30.32074046
Iran,95,4,Expenditure,housing,30.34424917
Iran,95,5,Expenditure,housing,31.13936037
Iran,95,6,Expenditure,housing,30.51773178
Iran,95,7,Expenditure,housing,31.03861436
Iran,95,8,Expenditure,housing,30.59665843
Iran,95,9,Expenditure,housing,31.35152784
Iran,95,10,Expenditure,housing,33.25587066
Iran,96,1,Expenditure,housing,30.27335803
Iran,96,2,Expenditure,housing,30.07719328
Iran,96,3,Expenditure,housing,29.59813849
Iran,96,4,Expenditure,housing,29.87339715
Iran,96,5,Expenditure,housing,30.61057913
Iran,96,6,Expenditure,housing,29.08680605
Iran,96,7,Expenditure,housing,30.06345317
Iran,96,8,Expenditure,housing,29.65887035
Iran,96,9,Expenditure,housing,29.7801325
Iran,96,10,Expenditure,housing,31.69753795
Iran,87,1,Expenditure,furniture & appliance,3.142954784
Iran,87,2,Expenditure,furniture & appliance,2.703219031
Iran,87,3,Expenditure,furniture & appliance,2.7172334
Iran,87,4,Expenditure,furniture & appliance,2.547873413
Iran,87,5,Expenditure,furniture & appliance,2.496706025
Iran,87,6,Expenditure,furniture & appliance,2.528600996
Iran,87,7,Expenditure,furniture & appliance,2.226331474
Iran,87,8,Expenditure,furniture & appliance,2.250454511
Iran,87,9,Expenditure,furniture & appliance,2.186612492
Iran,87,10,Expenditure,furniture & appliance,1.746198809
Iran,88,1,Expenditure,furniture & appliance,2.896803482
Iran,88,2,Expenditure,furniture & appliance,2.529660985
Iran,88,3,Expenditure,furniture & appliance,2.360214797
Iran,88,4,Expenditure,furniture & appliance,2.180653485
Iran,88,5,Expenditure,furniture & appliance,2.151770603
Iran,88,6,Expenditure,furniture & appliance,2.174145607
Iran,88,7,Expenditure,furniture & appliance,2.182610736
Iran,88,8,Expenditure,furniture & appliance,2.065742678
Iran,88,9,Expenditure,furniture & appliance,1.999660898
Iran,88,10,Expenditure,furniture & appliance,2.043971752
Iran,89,1,Expenditure,furniture & appliance,2.671948503
Iran,89,2,Expenditure,furniture & appliance,2.33914158
Iran,89,3,Expenditure,furniture & appliance,2.125999309
Iran,89,4,Expenditure,furniture & appliance,2.059364808
Iran,89,5,Expenditure,furniture & appliance,2.012781116
Iran,89,6,Expenditure,furniture & appliance,1.858425626
Iran,89,7,Expenditure,furniture & appliance,1.882064348
Iran,89,8,Expenditure,furniture & appliance,1.832221612
Iran,89,9,Expenditure,furniture & appliance,1.904153236
Iran,89,10,Expenditure,furniture & appliance,1.760009717
Iran,90,1,Expenditure,furniture & appliance,2.338839553
Iran,90,2,Expenditure,furniture & appliance,2.224076339
Iran,90,3,Expenditure,furniture & appliance,2.044187578
Iran,90,4,Expenditure,furniture & appliance,2.218517782
Iran,90,5,Expenditure,furniture & appliance,1.973377173
Iran,90,6,Expenditure,furniture & appliance,1.903407578
Iran,90,7,Expenditure,furniture & appliance,1.890701423
Iran,90,8,Expenditure,furniture & appliance,1.773463858
Iran,90,9,Expenditure,furniture & appliance,1.6703669
Iran,90,10,Expenditure,furniture & appliance,1.704581947
Iran,91,1,Expenditure,furniture & appliance,2.361723458
Iran,91,2,Expenditure,furniture & appliance,2.209123823
Iran,91,3,Expenditure,furniture & appliance,2.191585721
Iran,91,4,Expenditure,furniture & appliance,2.121609394
Iran,91,5,Expenditure,furniture & appliance,2.090565144
Iran,91,6,Expenditure,furniture & appliance,2.09753295
Iran,91,7,Expenditure,furniture & appliance,1.982957786
Iran,91,8,Expenditure,furniture & appliance,1.936094749
Iran,91,9,Expenditure,furniture & appliance,1.804264871
Iran,91,10,Expenditure,furniture & appliance,1.748812014
Iran,92,1,Expenditure,furniture & appliance,2.668089906
Iran,92,2,Expenditure,furniture & appliance,2.405586465
Iran,92,3,Expenditure,furniture & appliance,2.355561459
Iran,92,4,Expenditure,furniture & appliance,2.190268112
Iran,92,5,Expenditure,furniture & appliance,2.146587011
Iran,92,6,Expenditure,furniture & appliance,2.134687191
Iran,92,7,Expenditure,furniture & appliance,2.097279836
Iran,92,8,Expenditure,furniture & appliance,2.053187857
Iran,92,9,Expenditure,furniture & appliance,2.00568723
Iran,92,10,Expenditure,furniture & appliance,1.965388047
Iran,93,1,Expenditure,furniture & appliance,2.622909955
Iran,93,2,Expenditure,furniture & appliance,2.377634618
Iran,93,3,Expenditure,furniture & appliance,2.351613183
Iran,93,4,Expenditure,furniture & appliance,2.20057533
Iran,93,5,Expenditure,furniture & appliance,2.139170871
Iran,93,6,Expenditure,furniture & appliance,2.052972775
Iran,93,7,Expenditure,furniture & appliance,2.040710791
Iran,93,8,Expenditure,furniture & appliance,1.899091747
Iran,93,9,Expenditure,furniture & appliance,1.956075458
Iran,93,10,Expenditure,furniture & appliance,1.821345447
Iran,94,1,Expenditure,furniture & appliance,2.786717956
Iran,94,2,Expenditure,furniture & appliance,2.562997639
Iran,94,3,Expenditure,furniture & appliance,2.400194185
Iran,94,4,Expenditure,furniture & appliance,2.300941124
Iran,94,5,Expenditure,furniture & appliance,2.221749435
Iran,94,6,Expenditure,furniture & appliance,2.025775391
Iran,94,7,Expenditure,furniture & appliance,1.953123367
Iran,94,8,Expenditure,furniture & appliance,1.929270324
Iran,94,9,Expenditure,furniture & appliance,1.743269582
Iran,94,10,Expenditure,furniture & appliance,1.809143383
Iran,95,1,Expenditure,furniture & appliance,2.591593853
Iran,95,2,Expenditure,furniture & appliance,2.510067142
Iran,95,3,Expenditure,furniture & appliance,2.330615702
Iran,95,4,Expenditure,furniture & appliance,2.203531935
Iran,95,5,Expenditure,furniture & appliance,2.088201329
Iran,95,6,Expenditure,furniture & appliance,2.04474814
Iran,95,7,Expenditure,furniture & appliance,1.880040484
Iran,95,8,Expenditure,furniture & appliance,1.866265359
Iran,95,9,Expenditure,furniture & appliance,1.621807615
Iran,95,10,Expenditure,furniture & appliance,1.75152472
Iran,96,1,Expenditure,furniture & appliance,2.5652802
Iran,96,2,Expenditure,furniture & appliance,2.373156598
Iran,96,3,Expenditure,furniture & appliance,2.305004204
Iran,96,4,Expenditure,furniture & appliance,2.141598658
Iran,96,5,Expenditure,furniture & appliance,2.005298684
Iran,96,6,Expenditure,furniture & appliance,1.952796989
Iran,96,7,Expenditure,furniture & appliance,1.851767847
Iran,96,8,Expenditure,furniture & appliance,1.76753742
Iran,96,9,Expenditure,furniture & appliance,1.732285144
Iran,96,10,Expenditure,furniture & appliance,1.642552021
Iran,87,1,Expenditure,"ready meals, hotels and restaurants",0.524845797
Iran,87,2,Expenditure,"ready meals, hotels and restaurants",0.66308403
Iran,87,3,Expenditure,"ready meals, hotels and restaurants",0.742908878
Iran,87,4,Expenditure,"ready meals, hotels and restaurants",0.726507901
Iran,87,5,Expenditure,"ready meals, hotels and restaurants",0.881877852
Iran,87,6,Expenditure,"ready meals, hotels and restaurants",0.932003145
Iran,87,7,Expenditure,"ready meals, hotels and restaurants",0.948450956
Iran,87,8,Expenditure,"ready meals, hotels and restaurants",1.032259939
Iran,87,9,Expenditure,"ready meals, hotels and restaurants",1.138684852
Iran,87,10,Expenditure,"ready meals, hotels and restaurants",1.435735309
Iran,88,1,Expenditure,"ready meals, hotels and restaurants",0.322532726
Iran,88,2,Expenditure,"ready meals, hotels and restaurants",0.559955837
Iran,88,3,Expenditure,"ready meals, hotels and restaurants",0.647557118
Iran,88,4,Expenditure,"ready meals, hotels and restaurants",0.749060897
Iran,88,5,Expenditure,"ready meals, hotels and restaurants",0.74687948
Iran,88,6,Expenditure,"ready meals, hotels and restaurants",0.850717014
Iran,88,7,Expenditure,"ready meals, hotels and restaurants",0.887471513
Iran,88,8,Expenditure,"ready meals, hotels and restaurants",0.936652006
Iran,88,9,Expenditure,"ready meals, hotels and restaurants",0.938841764
Iran,88,10,Expenditure,"ready meals, hotels and restaurants",1.481003772
Iran,89,1,Expenditure,"ready meals, hotels and restaurants",0.424539661
Iran,89,2,Expenditure,"ready meals, hotels and restaurants",0.560838559
Iran,89,3,Expenditure,"ready meals, hotels and restaurants",0.592735583
Iran,89,4,Expenditure,"ready meals, hotels and restaurants",0.579828179
Iran,89,5,Expenditure,"ready meals, hotels and restaurants",0.676090903
Iran,89,6,Expenditure,"ready meals, hotels and restaurants",0.738353223
Iran,89,7,Expenditure,"ready meals, hotels and restaurants",0.71306766
Iran,89,8,Expenditure,"ready meals, hotels and restaurants",0.84427474
Iran,89,9,Expenditure,"ready meals, hotels and restaurants",1.00483803
Iran,89,10,Expenditure,"ready meals, hotels and restaurants",1.429020675
Iran,90,1,Expenditure,"ready meals, hotels and restaurants",0.388119955
Iran,90,2,Expenditure,"ready meals, hotels and restaurants",0.510768941
Iran,90,3,Expenditure,"ready meals, hotels and restaurants",0.572739852
Iran,90,4,Expenditure,"ready meals, hotels and restaurants",0.596216509
Iran,90,5,Expenditure,"ready meals, hotels and restaurants",0.67459483
Iran,90,6,Expenditure,"ready meals, hotels and restaurants",0.703182435
Iran,90,7,Expenditure,"ready meals, hotels and restaurants",0.764060782
Iran,90,8,Expenditure,"ready meals, hotels and restaurants",0.852250052
Iran,90,9,Expenditure,"ready meals, hotels and restaurants",0.940790307
Iran,90,10,Expenditure,"ready meals, hotels and restaurants",1.516634105
Iran,91,1,Expenditure,"ready meals, hotels and restaurants",0.411448415
Iran,91,2,Expenditure,"ready meals, hotels and restaurants",0.503213082
Iran,91,3,Expenditure,"ready meals, hotels and restaurants",0.583944161
Iran,91,4,Expenditure,"ready meals, hotels and restaurants",0.635721924
Iran,91,5,Expenditure,"ready meals, hotels and restaurants",0.756947813
Iran,91,6,Expenditure,"ready meals, hotels and restaurants",0.757984238
Iran,91,7,Expenditure,"ready meals, hotels and restaurants",0.863152118
Iran,91,8,Expenditure,"ready meals, hotels and restaurants",0.81062271
Iran,91,9,Expenditure,"ready meals, hotels and restaurants",1.03848072
Iran,91,10,Expenditure,"ready meals, hotels and restaurants",1.326819218
Iran,92,1,Expenditure,"ready meals, hotels and restaurants",0.355679259
Iran,92,2,Expenditure,"ready meals, hotels and restaurants",0.550316594
Iran,92,3,Expenditure,"ready meals, hotels and restaurants",0.515537422
Iran,92,4,Expenditure,"ready meals, hotels and restaurants",0.57942735
Iran,92,5,Expenditure,"ready meals, hotels and restaurants",0.63902271
Iran,92,6,Expenditure,"ready meals, hotels and restaurants",0.719739505
Iran,92,7,Expenditure,"ready meals, hotels and restaurants",0.778338404
Iran,92,8,Expenditure,"ready meals, hotels and restaurants",0.747435353
Iran,92,9,Expenditure,"ready meals, hotels and restaurants",1.046036229
Iran,92,10,Expenditure,"ready meals, hotels and restaurants",1.341302705
Iran,93,1,Expenditure,"ready meals, hotels and restaurants",0.256453557
Iran,93,2,Expenditure,"ready meals, hotels and restaurants",0.445800781
Iran,93,3,Expenditure,"ready meals, hotels and restaurants",0.507766868
Iran,93,4,Expenditure,"ready meals, hotels and restaurants",0.577760973
Iran,93,5,Expenditure,"ready meals, hotels and restaurants",0.583582616
Iran,93,6,Expenditure,"ready meals, hotels and restaurants",0.678040916
Iran,93,7,Expenditure,"ready meals, hotels and restaurants",0.758580392
Iran,93,8,Expenditure,"ready meals, hotels and restaurants",0.812445575
Iran,93,9,Expenditure,"ready meals, hotels and restaurants",0.921650552
Iran,93,10,Expenditure,"ready meals, hotels and restaurants",1.616230255
Iran,94,1,Expenditure,"ready meals, hotels and restaurants",0.239370704
Iran,94,2,Expenditure,"ready meals, hotels and restaurants",0.394881637
Iran,94,3,Expenditure,"ready meals, hotels and restaurants",0.504935678
Iran,94,4,Expenditure,"ready meals, hotels and restaurants",0.538424671
Iran,94,5,Expenditure,"ready meals, hotels and restaurants",0.569517641
Iran,94,6,Expenditure,"ready meals, hotels and restaurants",0.644200572
Iran,94,7,Expenditure,"ready meals, hotels and restaurants",0.725094425
Iran,94,8,Expenditure,"ready meals, hotels and restaurants",0.764231578
Iran,94,9,Expenditure,"ready meals, hotels and restaurants",0.890447478
Iran,94,10,Expenditure,"ready meals, hotels and restaurants",1.36449995
Iran,95,1,Expenditure,"ready meals, hotels and restaurants",0.288815037
Iran,95,2,Expenditure,"ready meals, hotels and restaurants",0.378125736
Iran,95,3,Expenditure,"ready meals, hotels and restaurants",0.558489193
Iran,95,4,Expenditure,"ready meals, hotels and restaurants",0.502491155
Iran,95,5,Expenditure,"ready meals, hotels and restaurants",0.604679412
Iran,95,6,Expenditure,"ready meals, hotels and restaurants",0.615991576
Iran,95,7,Expenditure,"ready meals, hotels and restaurants",0.725049479
Iran,95,8,Expenditure,"ready meals, hotels and restaurants",0.859532987
Iran,95,9,Expenditure,"ready meals, hotels and restaurants",0.888317225
Iran,95,10,Expenditure,"ready meals, hotels and restaurants",1.597173658
Iran,96,1,Expenditure,"ready meals, hotels and restaurants",0.285756169
Iran,96,2,Expenditure,"ready meals, hotels and restaurants",0.427325106
Iran,96,3,Expenditure,"ready meals, hotels and restaurants",0.501270461
Iran,96,4,Expenditure,"ready meals, hotels and restaurants",0.551725384
Iran,96,5,Expenditure,"ready meals, hotels and restaurants",0.634589131
Iran,96,6,Expenditure,"ready meals, hotels and restaurants",0.717510047
Iran,96,7,Expenditure,"ready meals, hotels and restaurants",0.752245217
Iran,96,8,Expenditure,"ready meals, hotels and restaurants",0.902463826
Iran,96,9,Expenditure,"ready meals, hotels and restaurants",0.933891722
Iran,96,10,Expenditure,"ready meals, hotels and restaurants",1.668147928
Iran,87,1,Expenditure,health & hygiene,3.862405052
Iran,87,2,Expenditure,health & hygiene,4.148715137
Iran,87,3,Expenditure,health & hygiene,4.417309245
Iran,87,4,Expenditure,health & hygiene,4.475614112
Iran,87,5,Expenditure,health & hygiene,4.380972995
Iran,87,6,Expenditure,health & hygiene,4.193625028
Iran,87,7,Expenditure,health & hygiene,4.483186586
Iran,87,8,Expenditure,health & hygiene,4.849337002
Iran,87,9,Expenditure,health & hygiene,5.213357878
Iran,87,10,Expenditure,health & hygiene,6.615771362
Iran,88,1,Expenditure,health & hygiene,3.907948607
Iran,88,2,Expenditure,health & hygiene,4.773932087
Iran,88,3,Expenditure,health & hygiene,4.496068403
Iran,88,4,Expenditure,health & hygiene,4.187012645
Iran,88,5,Expenditure,health & hygiene,4.405563081
Iran,88,6,Expenditure,health & hygiene,4.649027161
Iran,88,7,Expenditure,health & hygiene,4.958513231
Iran,88,8,Expenditure,health & hygiene,4.890891564
Iran,88,9,Expenditure,health & hygiene,5.463301323
Iran,88,10,Expenditure,health & hygiene,7.678414073
Iran,89,1,Expenditure,health & hygiene,3.869236732
Iran,89,2,Expenditure,health & hygiene,4.092396175
Iran,89,3,Expenditure,health & hygiene,4.323290321
Iran,89,4,Expenditure,health & hygiene,4.269553269
Iran,89,5,Expenditure,health & hygiene,4.633843224
Iran,89,6,Expenditure,health & hygiene,4.763241622
Iran,89,7,Expenditure,health & hygiene,4.762658344
Iran,89,8,Expenditure,health & hygiene,5.233695045
Iran,89,9,Expenditure,health & hygiene,6.153134112
Iran,89,10,Expenditure,health & hygiene,8.335471738
Iran,90,1,Expenditure,health & hygiene,3.356756539
Iran,90,2,Expenditure,health & hygiene,3.594561992
Iran,90,3,Expenditure,health & hygiene,3.917928712
Iran,90,4,Expenditure,health & hygiene,3.526750679
Iran,90,5,Expenditure,health & hygiene,4.043974526
Iran,90,6,Expenditure,health & hygiene,4.139655497
Iran,90,7,Expenditure,health & hygiene,4.436456471
Iran,90,8,Expenditure,health & hygiene,4.579552219
Iran,90,9,Expenditure,health & hygiene,5.15517987
Iran,90,10,Expenditure,health & hygiene,5.652339078
Iran,91,1,Expenditure,health & hygiene,3.426852358
Iran,91,2,Expenditure,health & hygiene,3.70656717
Iran,91,3,Expenditure,health & hygiene,3.572790955
Iran,91,4,Expenditure,health & hygiene,3.954743787
Iran,91,5,Expenditure,health & hygiene,3.989454638
Iran,91,6,Expenditure,health & hygiene,4.126867431
Iran,91,7,Expenditure,health & hygiene,4.245898317
Iran,91,8,Expenditure,health & hygiene,4.518243706
Iran,91,9,Expenditure,health & hygiene,5.148273491
Iran,91,10,Expenditure,health & hygiene,5.657376169
Iran,92,1,Expenditure,health & hygiene,3.563021079
Iran,92,2,Expenditure,health & hygiene,3.630194535
Iran,92,3,Expenditure,health & hygiene,3.807064518
Iran,92,4,Expenditure,health & hygiene,3.840713805
Iran,92,5,Expenditure,health & hygiene,3.866185694
Iran,92,6,Expenditure,health & hygiene,4.413325632
Iran,92,7,Expenditure,health & hygiene,4.617574108
Iran,92,8,Expenditure,health & hygiene,5.178201968
Iran,92,9,Expenditure,health & hygiene,5.2924136
Iran,92,10,Expenditure,health & hygiene,6.161035775
Iran,93,1,Expenditure,health & hygiene,3.315952834
Iran,93,2,Expenditure,health & hygiene,3.782083952
Iran,93,3,Expenditure,health & hygiene,4.019859166
Iran,93,4,Expenditure,health & hygiene,3.767511862
Iran,93,5,Expenditure,health & hygiene,4.051357561
Iran,93,6,Expenditure,health & hygiene,4.088976497
Iran,93,7,Expenditure,health & hygiene,4.789122956
Iran,93,8,Expenditure,health & hygiene,5.096451563
Iran,93,9,Expenditure,health & hygiene,6.052594252
Iran,93,10,Expenditure,health & hygiene,5.921435805
Iran,94,1,Expenditure,health & hygiene,3.511097895
Iran,94,2,Expenditure,health & hygiene,3.819868118
Iran,94,3,Expenditure,health & hygiene,3.954917066
Iran,94,4,Expenditure,health & hygiene,4.303944157
Iran,94,5,Expenditure,health & hygiene,4.600590237
Iran,94,6,Expenditure,health & hygiene,4.432927896
Iran,94,7,Expenditure,health & hygiene,5.03120235
Iran,94,8,Expenditure,health & hygiene,5.804638819
Iran,94,9,Expenditure,health & hygiene,5.871416422
Iran,94,10,Expenditure,health & hygiene,6.454267106
Iran,95,1,Expenditure,health & hygiene,2.851731322
Iran,95,2,Expenditure,health & hygiene,3.601660385
Iran,95,3,Expenditure,health & hygiene,3.674510803
Iran,95,4,Expenditure,health & hygiene,3.783203517
Iran,95,5,Expenditure,health & hygiene,4.08319223
Iran,95,6,Expenditure,health & hygiene,4.365289205
Iran,95,7,Expenditure,health & hygiene,4.760119375
Iran,95,8,Expenditure,health & hygiene,5.564403185
Iran,95,9,Expenditure,health & hygiene,5.432504194
Iran,95,10,Expenditure,health & hygiene,6.581286439
Iran,96,1,Expenditure,health & hygiene,3.101345246
Iran,96,2,Expenditure,health & hygiene,3.684094423
Iran,96,3,Expenditure,health & hygiene,4.453862012
Iran,96,4,Expenditure,health & hygiene,4.17229287
Iran,96,5,Expenditure,health & hygiene,4.694510021
Iran,96,6,Expenditure,health & hygiene,4.940503255
Iran,96,7,Expenditure,health & hygiene,5.023261156
Iran,96,8,Expenditure,health & hygiene,5.561265868
Iran,96,9,Expenditure,health & hygiene,5.992392948
Iran,96,10,Expenditure,health & hygiene,5.998071225
Iran,87,1,Expenditure,transportation,4.179996068
Iran,87,2,Expenditure,transportation,4.123633134
Iran,87,3,Expenditure,transportation,3.920900278
Iran,87,4,Expenditure,transportation,3.832442252
Iran,87,5,Expenditure,transportation,3.910566458
Iran,87,6,Expenditure,transportation,3.819041081
Iran,87,7,Expenditure,transportation,3.699809795
Iran,87,8,Expenditure,transportation,3.472727814
Iran,87,9,Expenditure,transportation,3.089666157
Iran,87,10,Expenditure,transportation,2.707808995
Iran,88,1,Expenditure,transportation,4.106628672
Iran,88,2,Expenditure,transportation,4.021169802
Iran,88,3,Expenditure,transportation,3.969809284
Iran,88,4,Expenditure,transportation,3.660214729
Iran,88,5,Expenditure,transportation,3.370303746
Iran,88,6,Expenditure,transportation,3.555617975
Iran,88,7,Expenditure,transportation,3.499089675
Iran,88,8,Expenditure,transportation,3.209455688
Iran,88,9,Expenditure,transportation,3.403528943
Iran,88,10,Expenditure,transportation,3.101151961
Iran,89,1,Expenditure,transportation,4.119627287
Iran,89,2,Expenditure,transportation,4.048560445
Iran,89,3,Expenditure,transportation,4.014150541
Iran,89,4,Expenditure,transportation,3.873656475
Iran,89,5,Expenditure,transportation,3.797170974
Iran,89,6,Expenditure,transportation,3.819601084
Iran,89,7,Expenditure,transportation,3.689974265
Iran,89,8,Expenditure,transportation,3.715515451
Iran,89,9,Expenditure,transportation,3.561496376
Iran,89,10,Expenditure,transportation,3.185620379
Iran,90,1,Expenditure,transportation,4.646759114
Iran,90,2,Expenditure,transportation,4.806076001
Iran,90,3,Expenditure,transportation,4.623517025
Iran,90,4,Expenditure,transportation,4.726754714
Iran,90,5,Expenditure,transportation,4.578310382
Iran,90,6,Expenditure,transportation,4.612339059
Iran,90,7,Expenditure,transportation,4.629741085
Iran,90,8,Expenditure,transportation,4.694212109
Iran,90,9,Expenditure,transportation,4.527526307
Iran,90,10,Expenditure,transportation,3.811785724
Iran,91,1,Expenditure,transportation,4.175257254
Iran,91,2,Expenditure,transportation,4.346548408
Iran,91,3,Expenditure,transportation,4.674120194
Iran,91,4,Expenditure,transportation,4.6009238
Iran,91,5,Expenditure,transportation,4.73657418
Iran,91,6,Expenditure,transportation,4.700108385
Iran,91,7,Expenditure,transportation,4.577216644
Iran,91,8,Expenditure,transportation,4.250234594
Iran,91,9,Expenditure,transportation,4.304266177
Iran,91,10,Expenditure,transportation,3.452985289
Iran,92,1,Expenditure,transportation,3.970183919
Iran,92,2,Expenditure,transportation,4.183780045
Iran,92,3,Expenditure,transportation,4.450104103
Iran,92,4,Expenditure,transportation,4.547214201
Iran,92,5,Expenditure,transportation,4.370607976
Iran,92,6,Expenditure,transportation,4.502031635
Iran,92,7,Expenditure,transportation,4.396379026
Iran,92,8,Expenditure,transportation,4.053685449
Iran,92,9,Expenditure,transportation,3.914894316
Iran,92,10,Expenditure,transportation,3.197623923
Iran,93,1,Expenditure,transportation,4.335440599
Iran,93,2,Expenditure,transportation,4.477492576
Iran,93,3,Expenditure,transportation,4.434707718
Iran,93,4,Expenditure,transportation,4.697775332
Iran,93,5,Expenditure,transportation,4.82140878
Iran,93,6,Expenditure,transportation,4.851167813
Iran,93,7,Expenditure,transportation,4.630362447
Iran,93,8,Expenditure,transportation,4.75777922
Iran,93,9,Expenditure,transportation,4.443934232
Iran,93,10,Expenditure,transportation,3.455283935
Iran,94,1,Expenditure,transportation,4.338724718
Iran,94,2,Expenditure,transportation,4.411288614
Iran,94,3,Expenditure,transportation,4.500054488
Iran,94,4,Expenditure,transportation,4.879355688
Iran,94,5,Expenditure,transportation,4.811875775
Iran,94,6,Expenditure,transportation,4.806863739
Iran,94,7,Expenditure,transportation,4.831412813
Iran,94,8,Expenditure,transportation,4.902339082
Iran,94,9,Expenditure,transportation,4.478901203
Iran,94,10,Expenditure,transportation,3.856797886
Iran,95,1,Expenditure,transportation,4.436933544
Iran,95,2,Expenditure,transportation,4.664857603
Iran,95,3,Expenditure,transportation,4.914448273
Iran,95,4,Expenditure,transportation,5.052808857
Iran,95,5,Expenditure,transportation,4.955471679
Iran,95,6,Expenditure,transportation,5.251900169
Iran,95,7,Expenditure,transportation,5.188812221
Iran,95,8,Expenditure,transportation,5.01994031
Iran,95,9,Expenditure,transportation,4.835233362
Iran,95,10,Expenditure,transportation,4.022386702
Iran,96,1,Expenditure,transportation,4.260179691
Iran,96,2,Expenditure,transportation,4.745572263
Iran,96,3,Expenditure,transportation,4.885957963
Iran,96,4,Expenditure,transportation,4.908177309
Iran,96,5,Expenditure,transportation,4.8975833
Iran,96,6,Expenditure,transportation,4.865802853
Iran,96,7,Expenditure,transportation,4.825570578
Iran,96,8,Expenditure,transportation,4.834819759
Iran,96,9,Expenditure,transportation,4.274760176
Iran,96,10,Expenditure,transportation,3.593358342
Iran,87,1,Expenditure,investment,0.930833421
Iran,87,2,Expenditure,investment,2.47439644
Iran,87,3,Expenditure,investment,3.23833661
Iran,87,4,Expenditure,investment,3.160484641
Iran,87,5,Expenditure,investment,2.983939567
Iran,87,6,Expenditure,investment,2.954493267
Iran,87,7,Expenditure,investment,3.609211486
Iran,87,8,Expenditure,investment,3.832621159
Iran,87,9,Expenditure,investment,5.088010245
Iran,87,10,Expenditure,investment,14.66826558
Iran,88,1,Expenditure,investment,1.027962618
Iran,88,2,Expenditure,investment,2.57948087
Iran,88,3,Expenditure,investment,5.403615409
Iran,88,4,Expenditure,investment,9.200611427
Iran,88,5,Expenditure,investment,9.811203064
Iran,88,6,Expenditure,investment,9.421259682
Iran,88,7,Expenditure,investment,9.54801006
Iran,88,8,Expenditure,investment,8.65490741
Iran,88,9,Expenditure,investment,9.485379659
Iran,88,10,Expenditure,investment,13.62060762
Iran,89,1,Expenditure,investment,0.641585102
Iran,89,2,Expenditure,investment,1.822241198
Iran,89,3,Expenditure,investment,4.20518808
Iran,89,4,Expenditure,investment,5.731306535
Iran,89,5,Expenditure,investment,7.422083978
Iran,89,6,Expenditure,investment,7.57481393
Iran,89,7,Expenditure,investment,7.766624825
Iran,89,8,Expenditure,investment,7.59456072
Iran,89,9,Expenditure,investment,7.947862458
Iran,89,10,Expenditure,investment,14.09197622
Iran,90,1,Expenditure,investment,0.463235699
Iran,90,2,Expenditure,investment,1.153436782
Iran,90,3,Expenditure,investment,1.489756598
Iran,90,4,Expenditure,investment,2.306023128
Iran,90,5,Expenditure,investment,3.287409348
Iran,90,6,Expenditure,investment,3.681498331
Iran,90,7,Expenditure,investment,3.832722104
Iran,90,8,Expenditure,investment,4.668552921
Iran,90,9,Expenditure,investment,5.398031654
Iran,90,10,Expenditure,investment,11.19876354
Iran,91,1,Expenditure,investment,0.583401027
Iran,91,2,Expenditure,investment,1.150255963
Iran,91,3,Expenditure,investment,1.540601466
Iran,91,4,Expenditure,investment,1.875596027
Iran,91,5,Expenditure,investment,2.159747035
Iran,91,6,Expenditure,investment,2.322272956
Iran,91,7,Expenditure,investment,3.017127807
Iran,91,8,Expenditure,investment,3.143866967
Iran,91,9,Expenditure,investment,3.664928604
Iran,91,10,Expenditure,investment,11.43133775
Iran,92,1,Expenditure,investment,0.688327677
Iran,92,2,Expenditure,investment,1.192460385
Iran,92,3,Expenditure,investment,1.620169988
