GEO,UOM,Time,Type,Category,Cross,value
Iran,Price Elasticity,1387-1396,Uncompensated,Seafood meat,AnimalOilsFats,-0.099026468
Iran,Price Elasticity,1387-1396,Uncompensated,Seafood meat,SweetsJams,-0.336097122
Iran,Price Elasticity,1387-1396,Uncompensated,Seafood meat,SeafoodMeat,-1.147872642
Iran,Price Elasticity,1387-1396,Uncompensated,Seafood meat,PreparedVegetables,0.01938731
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,CerealsBreadFlour,-37.55920145
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,Meatdomesticanimals,14.60216132
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,PoultryMeat,8.811411349
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,DairyProducts,-5.461608833
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,BirdEggs,-1.74106007
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,Fruit,5.531357656
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,Vegetables,0.477688767
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,NutsLegumes,2.584000997
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,Sugar,-0.293949165
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,OtherCombinations,5.310842147
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,VegetableOils,-0.337785542
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,TeaCoffee,2.323525469
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,Spices,0.49473348
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,Milk,1.614685549
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,AnimalOilsFats,-1.565710549
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,SweetsJams,-0.597640172
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,SeafoodMeat,1.228106434
Iran,Price Elasticity,1387-1396,Uncompensated,Prepared or preserved vegetables,PreparedVegetables,-0.281968052
Iran,Price Elasticity,1387-1396,Compensated,Cereals,CerealsBreadFlour,-0.547064001
Iran,Price Elasticity,1387-1396,Compensated,Cereals,Meatdomesticanimals,0.039048383
Iran,Price Elasticity,1387-1396,Compensated,Cereals,PoultryMeat,-0.243518711
Iran,Price Elasticity,1387-1396,Compensated,Cereals,DairyProducts,-0.147502202
Iran,Price Elasticity,1387-1396,Compensated,Cereals,BirdEggs,0.115781344
Iran,Price Elasticity,1387-1396,Compensated,Cereals,Fruit,0.298026358
Iran,Price Elasticity,1387-1396,Compensated,Cereals,Vegetables,-0.165674484
Iran,Price Elasticity,1387-1396,Compensated,Cereals,NutsLegumes,0.177446537
Iran,Price Elasticity,1387-1396,Compensated,Cereals,Sugar,0.062806102
Iran,Price Elasticity,1387-1396,Compensated,Cereals,OtherCombinations,-0.112261798
Iran,Price Elasticity,1387-1396,Compensated,Cereals,VegetableOils,0.264615328
Iran,Price Elasticity,1387-1396,Compensated,Cereals,TeaCoffee,-0.161752073
Iran,Price Elasticity,1387-1396,Compensated,Cereals,Spices,-0.024175165
Iran,Price Elasticity,1387-1396,Compensated,Cereals,Milk,0.301042439
Iran,Price Elasticity,1387-1396,Compensated,Cereals,AnimalOilsFats,0.053795269
Iran,Price Elasticity,1387-1396,Compensated,Cereals,SweetsJams,-0.061104053
Iran,Price Elasticity,1387-1396,Compensated,Cereals,SeafoodMeat,0.207162846
Iran,Price Elasticity,1387-1396,Compensated,Cereals,PreparedVegetables,-0.056672119
Iran,Price Elasticity,1387-1396,Compensated,Meat,CerealsBreadFlour,0.081945672
Iran,Price Elasticity,1387-1396,Compensated,Meat,Meatdomesticanimals,-0.539401132
Iran,Price Elasticity,1387-1396,Compensated,Meat,PoultryMeat,0.279883285
Iran,Price Elasticity,1387-1396,Compensated,Meat,DairyProducts,0.138073113
Iran,Price Elasticity,1387-1396,Compensated,Meat,BirdEggs,-0.014594103
Iran,Price Elasticity,1387-1396,Compensated,Meat,Fruit,0.094624932
Iran,Price Elasticity,1387-1396,Compensated,Meat,Vegetables,0.195800807
Iran,Price Elasticity,1387-1396,Compensated,Meat,NutsLegumes,-0.020656782
Iran,Price Elasticity,1387-1396,Compensated,Meat,Sugar,-0.084040631
Iran,Price Elasticity,1387-1396,Compensated,Meat,OtherCombinations,0.153621324
Iran,Price Elasticity,1387-1396,Compensated,Meat,VegetableOils,0.046900775
Iran,Price Elasticity,1387-1396,Compensated,Meat,TeaCoffee,-0.102247505
Iran,Price Elasticity,1387-1396,Compensated,Meat,Spices,-0.128207917
Iran,Price Elasticity,1387-1396,Compensated,Meat,Milk,-0.212421938
Iran,Price Elasticity,1387-1396,Compensated,Meat,AnimalOilsFats,-0.033699454
Iran,Price Elasticity,1387-1396,Compensated,Meat,SweetsJams,0.008027696
Iran,Price Elasticity,1387-1396,Compensated,Meat,SeafoodMeat,0.086628096
Iran,Price Elasticity,1387-1396,Compensated,Meat,PreparedVegetables,0.049763763
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,CerealsBreadFlour,-0.655621604
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,Meatdomesticanimals,0.359066518
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,PoultryMeat,-0.341545774
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,DairyProducts,-0.075986735
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,BirdEggs,-0.005382579
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,Fruit,0.343179807
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,Vegetables,0.084584472
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,NutsLegumes,0.035181279
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,Sugar,0.080075611
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,OtherCombinations,0.036925823
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,VegetableOils,-0.093780205
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,TeaCoffee,-0.005023566
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,Spices,-0.003108422
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,Milk,0.093343877
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,AnimalOilsFats,0.066536112
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,SweetsJams,0.020466039
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,SeafoodMeat,0.022126034
Iran,Price Elasticity,1387-1396,Compensated,PoultryMeat,PreparedVegetables,0.038963312
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,CerealsBreadFlour,-0.647132107
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,Meatdomesticanimals,0.288656
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,PoultryMeat,-0.123825847
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,DairyProducts,-0.261933931
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,BirdEggs,0.140707883
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,Fruit,-0.143336223
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,Vegetables,-0.156883865
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,NutsLegumes,-0.047500289
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,Sugar,0.000843193
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,OtherCombinations,0.058365912
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,VegetableOils,0.186087827
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,TeaCoffee,0.210102013
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,Spices,0.031399557
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,Milk,0.198451724
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,AnimalOilsFats,-0.041435385
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,SweetsJams,0.156533446
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,SeafoodMeat,0.186352013
Iran,Price Elasticity,1387-1396,Compensated,Dairy products,PreparedVegetables,-0.035451923
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,CerealsBreadFlour,1.221077989
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,Meatdomesticanimals,-0.073343098
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,PoultryMeat,-0.021085036
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,DairyProducts,0.338242987
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,BirdEggs,-0.344806979
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,Fruit,-0.649578787
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,Vegetables,-0.082862111
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,NutsLegumes,-0.084219244
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,Sugar,0.086981911
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,OtherCombinations,0.155489078
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,VegetableOils,-0.261134167
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,TeaCoffee,0.209084382
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,Spices,0.150005672
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,Milk,-0.232372258
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,AnimalOilsFats,-0.133011616
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,SweetsJams,-0.035336234
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,SeafoodMeat,-0.216419208
Iran,Price Elasticity,1387-1396,Compensated,Bird eggs,PreparedVegetables,-0.02671328
Iran,Price Elasticity,1387-1396,Compensated,Fruit,CerealsBreadFlour,0.812551158
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Meatdomesticanimals,0.122935878
Iran,Price Elasticity,1387-1396,Compensated,Fruit,PoultryMeat,0.347533636
Iran,Price Elasticity,1387-1396,Compensated,Fruit,DairyProducts,-0.089075353
Iran,Price Elasticity,1387-1396,Compensated,Fruit,BirdEggs,-0.167927977
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Fruit,-0.587972784
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Vegetables,-0.011200451
Iran,Price Elasticity,1387-1396,Compensated,Fruit,NutsLegumes,-0.131269232
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Sugar,-0.022651382
Iran,Price Elasticity,1387-1396,Compensated,Fruit,OtherCombinations,0.044076067
Iran,Price Elasticity,1387-1396,Compensated,Fruit,VegetableOils,-0.214279118
Iran,Price Elasticity,1387-1396,Compensated,Fruit,TeaCoffee,0.091994352
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Spices,0.084881089
Iran,Price Elasticity,1387-1396,Compensated,Fruit,Milk,-0.177352031
Iran,Price Elasticity,1387-1396,Compensated,Fruit,AnimalOilsFats,0.007235899
Iran,Price Elasticity,1387-1396,Compensated,Fruit,SweetsJams,-0.049515926
Iran,Price Elasticity,1387-1396,Compensated,Fruit,SeafoodMeat,-0.085440762
Iran,Price Elasticity,1387-1396,Compensated,Fruit,PreparedVegetables,0.025476936
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,CerealsBreadFlour,-0.398382301
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,Meatdomesticanimals,0.224355084
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,PoultryMeat,0.075546462
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,DairyProducts,-0.085986099
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,BirdEggs,-0.018892768
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,Fruit,-0.009878338
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,Vegetables,-0.090902241
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,NutsLegumes,-0.073425498
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,Sugar,-0.006580992
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,OtherCombinations,0.103181493
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,VegetableOils,0.059861827
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,TeaCoffee,0.270513152
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,Spices,0.039581222
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,Milk,-0.175281133
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,AnimalOilsFats,0.037554336
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,SweetsJams,0.111385516
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,SeafoodMeat,-0.066384264
Iran,Price Elasticity,1387-1396,Compensated,Vegetables,PreparedVegetables,0.003734541
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,CerealsBreadFlour,1.84624423
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,Meatdomesticanimals,-0.10241447
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,PoultryMeat,0.135960366
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,DairyProducts,-0.112647985
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,BirdEggs,-0.083086056
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,Fruit,-0.50094325
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,Vegetables,-0.317705049
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,NutsLegumes,-0.465649498
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,Sugar,-0.171547336
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,OtherCombinations,-0.486922089
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,VegetableOils,-0.230371667
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,TeaCoffee,0.402348612
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,Spices,0.074017296
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,Milk,-0.092579268
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,AnimalOilsFats,-0.065281502
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,SweetsJams,0.121313855
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,SeafoodMeat,0.005365263
Iran,Price Elasticity,1387-1396,Compensated,Nuts and legumes,PreparedVegetables,0.043898547
Iran,Price Elasticity,1387-1396,Compensated,Sugar,CerealsBreadFlour,0.661684434
Iran,Price Elasticity,1387-1396,Compensated,Sugar,Meatdomesticanimals,-0.421905719
Iran,Price Elasticity,1387-1396,Compensated,Sugar,PoultryMeat,0.313349075
Iran,Price Elasticity,1387-1396,Compensated,Sugar,DairyProducts,0.002024798
Iran,Price Elasticity,1387-1396,Compensated,Sugar,BirdEggs,0.086890682
Iran,Price Elasticity,1387-1396,Compensated,Sugar,Fruit,-0.087528149
Iran,Price Elasticity,1387-1396,Compensated,Sugar,Vegetables,-0.028833411
Iran,Price Elasticity,1387-1396,Compensated,Sugar,NutsLegumes,-0.173704645
Iran,Price Elasticity,1387-1396,Compensated,Sugar,Sugar,-0.106426703
Iran,Price Elasticity,1387-1396,Compensated,Sugar,OtherCombinations,-0.086343091
Iran,Price Elasticity,1387-1396,Compensated,Sugar,VegetableOils,-0.107332072
Iran,Price Elasticity,1387-1396,Compensated,Sugar,TeaCoffee,0.141080008
Iran,Price Elasticity,1387-1396,Compensated,Sugar,Spices,0.109807735
Iran,Price Elasticity,1387-1396,Compensated,Sugar,Milk,-0.026000896
Iran,Price Elasticity,1387-1396,Compensated,Sugar,AnimalOilsFats,-0.011811607
Iran,Price Elasticity,1387-1396,Compensated,Sugar,SweetsJams,-0.071365229
Iran,Price Elasticity,1387-1396,Compensated,Sugar,SeafoodMeat,-0.190694291
Iran,Price Elasticity,1387-1396,Compensated,Sugar,PreparedVegetables,-0.002890916
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,CerealsBreadFlour,-1.131866726
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,Meatdomesticanimals,0.738060276
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,PoultryMeat,0.138284201
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,DairyProducts,0.134130682
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,BirdEggs,0.14864776
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,Fruit,0.16299343
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,Vegetables,0.432634051
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,NutsLegumes,-0.47184695
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,Sugar,-0.082630773
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,OtherCombinations,-0.393642181
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,VegetableOils,-0.486856088
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,TeaCoffee,0.446683175
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,Spices,0.176540493
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,Milk,0.001722785
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,AnimalOilsFats,-0.113919972
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,SweetsJams,0.186223383
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,SeafoodMeat,0.029337793
Iran,Price Elasticity,1387-1396,Compensated,Condiments and other food combinations,PreparedVegetables,0.085504661
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,CerealsBreadFlour,1.502053527
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,Meatdomesticanimals,0.126860804
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,PoultryMeat,-0.197724584
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,DairyProducts,0.240765322
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,BirdEggs,-0.140549497
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,Fruit,-0.4461226
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,Vegetables,0.141311001
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,NutsLegumes,-0.12568338
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,Sugar,-0.057829688
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,OtherCombinations,-0.274099169
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,VegetableOils,-0.137961095
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,TeaCoffee,-0.170429405
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,Spices,-0.052695245
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,Milk,0.10321917
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,AnimalOilsFats,-0.304069289
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,SweetsJams,-0.219068321
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,SeafoodMeat,0.013072719
Iran,Price Elasticity,1387-1396,Compensated,Vegetable oils,PreparedVegetables,-0.00105027
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",CerealsBreadFlour,-1.54087317
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",Meatdomesticanimals,-0.464137636
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",PoultryMeat,-0.017774945
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",DairyProducts,0.456197401
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",BirdEggs,0.188857316
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",Fruit,0.32142686
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",Vegetables,1.071669853
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",NutsLegumes,0.368381593
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",Sugar,0.127565558
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",OtherCombinations,0.422039726
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",VegetableOils,-0.286016542
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",TeaCoffee,-1.079580713
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",Spices,0.098188122
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",Milk,0.352008394
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",AnimalOilsFats,0.119778703
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",SweetsJams,0.002290707
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",SeafoodMeat,-0.176505418
Iran,Price Elasticity,1387-1396,Compensated,"Tea, coffee, and cocoa",PreparedVegetables,0.036484189
Iran,Price Elasticity,1387-1396,Compensated,Spices,CerealsBreadFlour,-1.25806253
Iran,Price Elasticity,1387-1396,Compensated,Spices,Meatdomesticanimals,-3.179249872
Iran,Price Elasticity,1387-1396,Compensated,Spices,PoultryMeat,-0.060083029
Iran,Price Elasticity,1387-1396,Compensated,Spices,DairyProducts,0.372444759
Iran,Price Elasticity,1387-1396,Compensated,Spices,BirdEggs,0.740177116
Iran,Price Elasticity,1387-1396,Compensated,Spices,Fruit,1.620121901
Iran,Price Elasticity,1387-1396,Compensated,Spices,Vegetables,0.856599039
Iran,Price Elasticity,1387-1396,Compensated,Spices,NutsLegumes,0.370206791
Iran,Price Elasticity,1387-1396,Compensated,Spices,Sugar,0.542396207
Iran,Price Elasticity,1387-1396,Compensated,Spices,OtherCombinations,0.911200237
Iran,Price Elasticity,1387-1396,Compensated,Spices,VegetableOils,-0.483096404
Iran,Price Elasticity,1387-1396,Compensated,Spices,TeaCoffee,0.536382628
Iran,Price Elasticity,1387-1396,Compensated,Spices,Spices,-1.034790326
Iran,Price Elasticity,1387-1396,Compensated,Spices,Milk,0.810186125
Iran,Price Elasticity,1387-1396,Compensated,Spices,AnimalOilsFats,0.22596002
Iran,Price Elasticity,1387-1396,Compensated,Spices,SweetsJams,-0.057467606
Iran,Price Elasticity,1387-1396,Compensated,Spices,SeafoodMeat,-0.955045167
Iran,Price Elasticity,1387-1396,Compensated,Spices,PreparedVegetables,0.042120111
Iran,Price Elasticity,1387-1396,Compensated,Milk,CerealsBreadFlour,2.112943409
Iran,Price Elasticity,1387-1396,Compensated,Milk,Meatdomesticanimals,-0.710454938
Iran,Price Elasticity,1387-1396,Compensated,Milk,PoultryMeat,0.243346474
Iran,Price Elasticity,1387-1396,Compensated,Milk,DairyProducts,0.317483072
Iran,Price Elasticity,1387-1396,Compensated,Milk,BirdEggs,-0.154646325
Iran,Price Elasticity,1387-1396,Compensated,Milk,Fruit,-0.456562534
Iran,Price Elasticity,1387-1396,Compensated,Milk,Vegetables,-0.511623994
Iran,Price Elasticity,1387-1396,Compensated,Milk,NutsLegumes,-0.06245285
Iran,Price Elasticity,1387-1396,Compensated,Milk,Sugar,-0.017322054
Iran,Price Elasticity,1387-1396,Compensated,Milk,OtherCombinations,0.0011993
Iran,Price Elasticity,1387-1396,Compensated,Milk,VegetableOils,0.127629214
Iran,Price Elasticity,1387-1396,Compensated,Milk,TeaCoffee,0.259355895
Iran,Price Elasticity,1387-1396,Compensated,Milk,Spices,0.109272821
Iran,Price Elasticity,1387-1396,Compensated,Milk,Milk,-0.983381754
Iran,Price Elasticity,1387-1396,Compensated,Milk,AnimalOilsFats,-0.081357544
Iran,Price Elasticity,1387-1396,Compensated,Milk,SweetsJams,-0.118889181
Iran,Price Elasticity,1387-1396,Compensated,Milk,SeafoodMeat,-0.094167156
Iran,Price Elasticity,1387-1396,Compensated,Milk,PreparedVegetables,0.019628145
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,CerealsBreadFlour,1.459699377
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,Meatdomesticanimals,-0.435731784
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,PoultryMeat,0.670588105
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,DairyProducts,-0.256269118
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,BirdEggs,-0.342218984
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,Fruit,0.072013817
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,Vegetables,0.423774699
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,NutsLegumes,-0.170250289
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,Sugar,-0.030421405
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,OtherCombinations,-0.306588538
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,VegetableOils,-1.453521597
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,TeaCoffee,0.341178702
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,Spices,0.117819767
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,Milk,-0.314526348
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,AnimalOilsFats,-0.307645309
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,SweetsJams,0.840643587
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,SeafoodMeat,-0.244186199
Iran,Price Elasticity,1387-1396,Compensated,Animal oils and fats,PreparedVegetables,-0.064358482
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,CerealsBreadFlour,-0.81628568
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,Meatdomesticanimals,0.051102263
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,PoultryMeat,0.101551197
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,DairyProducts,0.476633832
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,BirdEggs,-0.044759745
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,Fruit,-0.242616889
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,Vegetables,0.61880879
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,NutsLegumes,0.155761795
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,Sugar,-0.090491908
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,OtherCombinations,0.246741997
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,VegetableOils,-0.51556251
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,TeaCoffee,0.003212364
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,Spices,-0.014752393
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,Milk,-0.226284266
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,AnimalOilsFats,0.413870741
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,SweetsJams,0.329207506
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,SeafoodMeat,-0.435619654
Iran,Price Elasticity,1387-1396,Compensated,Sweets and jams,PreparedVegetables,-0.01051744
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,CerealsBreadFlour,1.951021093
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,Meatdomesticanimals,0.388763867
Iran,Price Elasticity,1387-1396,Compensated,Seafood meat,PoultryMeat,0.077398539
