"","ProvinceCode","HHID","indiv.no","relationship","sex","age","nationality","residence.state","student","literate","edu.code","marrital.state","curr.job.year","curr.job.month","job.year","job.month","second.job.code","second.job.status","prev.job.code","prev.job.status","leaving.reason","not.ready.working","week.status","preference.type","preference.sec","weight","IW15_Yearly","activity.state","quarter","ProvinceName","Region","job.field","second.job.position","second.job.field","prev.job.position","prev.job.field","Year","ID"
"326",30,"9430202634",4,"Child","Male",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.82775,NA,NA,4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026344"
"327",30,"9430202635",1,"Head","Male",71,"Iran","In-Iran",FALSE,TRUE,"College","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,53.183,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026351"
"328",30,"9430202635",2,"Spouse","Female",65,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,57.80725,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026352"
"329",30,"9430202635",3,"Child","Male",27,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Bachelor",NA,NA,NA,NA,NA,NA,112,"Public-wage","End of military service",NA,NA,"Wage","Service",70.60925,NA,"Unemployed",4,"Alborz","Rural",NA,NA,NA,"Management","Chief Executives",1394,"139494302026353"
"330",30,"9430202637",1,"Head","Male",31,"Afghan","In-Iran",FALSE,FALSE,NA,"Bachelor",1,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",3,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302026371"
"331",30,"9430202638",1,"Head","Male",78,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,53.183,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026381"
"332",30,"9430202638",2,"Spouse","Female",74,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,57.80725,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026382"
"333",30,"9430202639",1,"Head","Male",48,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",10,0,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",3,"Alborz","Rural","Personal Services",NA,NA,NA,NA,1394,"139494302026391"
"334",30,"9430202639",2,"Spouse","Female",47,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026392"
"335",30,"9430202646",1,"Head","Male",57,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",20,0,37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",2,"Alborz","Rural","Sales",NA,NA,NA,NA,1394,"139494302026461"
"336",30,"9430202646",2,"Spouse","Female",54,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026462"
"337",30,"9430202646",3,"Child","Female",28,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,68.76375,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302026463"
"338",30,"9430202647",1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Pre","Divorced",18,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",2,"Alborz","Rural","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494302026471"
"339",30,"9430202734",1,"Head","Male",35,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",12,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",4,"Alborz","Rural","Business and Administration",NA,NA,NA,NA,1394,"139494302027341"
"340",30,"9430202734",2,"Spouse","Female",31,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027342"
"341",30,"9430202734",3,"Child","Female",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1185,NA,NA,4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027343"
"342",30,"9430202735",1,"Head","Female",52,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,68.76375,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027351"
"343",30,"9430202736",1,"Head","Male",81,"Iran","In-Iran",FALSE,TRUE,"College","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,53.183,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027361"
"344",30,"9430202736",2,"Spouse","Female",75,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,57.80725,NA,"Inactive",4,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027362"
"345",30,"9430202737",1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",10,0,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",3,"Alborz","Rural","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494302027371"
"346",30,"9430202737",2,"Spouse","Female",39,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027372"
"347",30,"9430202737",3,"Child","Female",20,"Iran","In-Iran",TRUE,TRUE,"College","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,68.76375,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027373"
"348",30,"9430202737",4,"Child","Female",14,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,68.76375,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027374"
"349",30,"9430202737",5,"Child","Female",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1185,NA,NA,3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027375"
"350",30,"9430202739",1,"Head","Male",49,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",10,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.60925,NA,"Employed",3,"Alborz","Rural","Vehicle Drivers",NA,NA,NA,NA,1394,"139494302027391"
"351",30,"9430202739",2,"Spouse","Female",48,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,68.76375,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027392"
"352",30,"9430202739",3,"Child","Male",24,"Iran","In-Iran",TRUE,TRUE,"Bachelors","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,70.60925,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027393"
"353",30,"9430202739",4,"Child","Female",19,"Iran","In-Iran",TRUE,TRUE,"College","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,68.76375,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027394"
"354",30,"9430202739",5,"Child","Male",11,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,70.60925,NA,"Inactive",3,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027395"
"355",30,"9430202746",1,"Head","Male",58,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,70.60925,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027461"
"356",30,"9430202747",1,"Head","Male",52,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,70.60925,NA,"Inactive",2,"Alborz","Rural",NA,NA,NA,NA,NA,1394,"139494302027471"
"357",30,"9430101451",4,"Child","Female",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333,NA,NA,1,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301014514"
"358",30,"9430101534",1,"Head","Male",67,"Iran","In-Iran",FALSE,FALSE,NA,"Married",40,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.1675,NA,"Employed",4,"Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494301015341"
"359",30,"9430101534",2,"Spouse","Female",48,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015342"
"360",30,"9430101534",3,"Child","Male",24,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",4,"Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494301015343"
"361",30,"9430101535",1,"Head","Male",61,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,150.45425,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015351"
"362",30,"9430101535",2,"Spouse","Female",53,"Iran","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015352"
"363",30,"9430101535",3,"Child","Male",37,"Iran","In-Iran",FALSE,TRUE,"Middle","Bachelor",0,5,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",4,"Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494301015353"
"364",30,"9430101536",1,"Head","Male",26,"Afghan","In-Iran",FALSE,TRUE,"Primary","Married",4,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",4,"Alborz","Urban","Cleaners and Helpers",NA,NA,NA,NA,1394,"139494301015361"
"365",30,"9430101536",2,"Spouse","Female",26,"Afghan","In-Iran",FALSE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015362"
"366",30,"9430101537",1,"Head","Male",36,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",1,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",3,"Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1394,"139494301015371"
"367",30,"9430101537",2,"Spouse","Female",33,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015372"
"368",30,"9430101537",3,"Child","Female",10,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015373"
"369",30,"9430101538",1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",4,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",3,"Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1394,"139494301015381"
"370",30,"9430101538",2,"Spouse","Female",36,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015382"
"371",30,"9430101538",3,"Child","Female",5,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333,NA,NA,3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015383"
"372",30,"9430101538",4,"Child","Female",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333,NA,NA,3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015384"
"373",30,"9430101539",1,"Head","Male",65,"Afghan","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,109.1675,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015391"
"374",30,"9430101539",2,"Spouse","Female",56,"Afghan","In-Iran",FALSE,FALSE,NA,"Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015392"
"375",30,"9430101539",3,"Child","Male",26,"Afghan","In-Iran",FALSE,TRUE,"Primary","Bachelor",6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",3,"Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494301015393"
"376",30,"9430101539",4,"Child","Female",24,"Afghan","In-Iran",FALSE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015394"
"377",30,"9430101539",5,"Child","Male",21,"Afghan","In-Iran",FALSE,TRUE,"Primary","Bachelor",6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",3,"Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494301015395"
"378",30,"9430101539",6,"Child","Female",18,"Afghan","In-Iran",FALSE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015396"
"379",30,"9430101539",7,"Child","Female",16,"Iran","In-Iran",FALSE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015397"
"380",30,"9430101546",1,"Head","Female",48,"Iran","In-Iran",FALSE,TRUE,"Primary","Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015461"
"381",30,"9430101546",2,"Child","Male",25,"Iran","In-Iran",FALSE,TRUE,"Middle","Bachelor",1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",2,"Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1394,"139494301015462"
"382",30,"9430101546",3,"Child","Male",16,"Iran","In-Iran",TRUE,TRUE,"High","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,150.45425,NA,"Inactive",2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015463"
"383",30,"9430101547",1,"Head","Male",36,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",2,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",2,"Alborz","Urban","Science and Engineering Associate",NA,NA,NA,NA,1394,"139494301015471"
"384",30,"9430101547",2,"Spouse","Female",33,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",2,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.8045,NA,"Employed",2,"Alborz","Urban","Business and Administration",NA,NA,NA,NA,1394,"139494301015472"
"385",30,"9430101547",3,"Child","Male",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.30325,NA,NA,2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015473"
"386",30,"9430101547",4,"Child","Male",1,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.30325,NA,NA,2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015474"
"387",30,"9430101548",1,"Head","Male",35,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",10,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",2,"Alborz","Urban","Sales",NA,NA,NA,NA,1394,"139494301015481"
"388",30,"9430101548",2,"Spouse","Female",36,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015482"
"389",30,"9430101548",3,"Child","Male",15,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,150.45425,NA,"Inactive",2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015483"
"390",30,"9430101548",4,"Child","Male",13,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,150.45425,NA,"Inactive",2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015484"
"391",30,"9430101549",1,"Head","Male",28,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",6,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",1,"Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494301015491"
"392",30,"9430101549",2,"Spouse","Female",24,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",1,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015492"
"393",30,"9430101549",3,"Child","Female",5,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333,NA,NA,1,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015493"
"394",30,"9430101550",1,"Head","Male",33,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",1,"Alborz","Urban","Sales",NA,NA,NA,NA,1394,"139494301015501"
"395",30,"9430101550",2,"Spouse","Female",20,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",1,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015502"
"396",30,"9430101550",3,"Child","Female",1,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333,NA,NA,1,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015503"
"397",30,"9430101551",1,"Head","Male",24,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",1,"Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1394,"139494301015511"
"398",30,"9430101551",2,"Spouse","Female",44,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",1,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015512"
"399",30,"9430101551",3,NA,"Male",10,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,150.45425,NA,"Inactive",1,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301015513"
"400",30,"9430101634",1,"Head","Male",26,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",4,"Alborz","Urban","Building and Related Trade (excluding electricians)",NA,NA,NA,NA,1394,"139494301016341"
"401",30,"9430101634",2,"Spouse","Female",26,"Iran","In-Iran",TRUE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016342"
"402",30,"9430101634",3,"Child","Female",1,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333,NA,NA,4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016343"
"403",30,"9430101635",1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not retired",NA,NA,150.45425,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016351"
"404",30,"9430101635",2,"Spouse","Female",39,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016352"
"405",30,"9430101635",3,"Child","Male",17,"Iran","In-Iran",TRUE,TRUE,"Pre","Bachelor",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",4,"Alborz","Urban","General and Keyboard",NA,NA,NA,NA,1394,"139494301016353"
"406",30,"9430101636",1,"Head","Male",35,"Afghan","In-Iran",FALSE,TRUE,"Primary","Married",15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",4,"Alborz","Urban","Agricultural, Forestry and Fishery Labourers",NA,NA,NA,NA,1394,"139494301016361"
"407",30,"9430101636",2,"Spouse","Female",28,"Afghan","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016362"
"408",30,"9430101636",3,"Child","Female",10,"Afghan","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,144.8045,NA,"Inactive",4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016363"
"409",30,"9430101636",4,"Child","Male",7,"Afghan","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.30325,NA,NA,4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016364"
"410",30,"9430101636",5,"Child","Female",2,"Afghan","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.333,NA,NA,4,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016365"
"411",30,"9430101637",1,"Head","Male",37,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",5,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",3,"Alborz","Urban","Sales",NA,NA,NA,NA,1394,"139494301016371"
"412",30,"9430101637",2,"Spouse","Female",35,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016372"
"413",30,"9430101637",3,"Child","Female",11,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016373"
"414",30,"9430101638",1,"Head","Male",34,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",2,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",3,"Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1394,"139494301016381"
"415",30,"9430101638",2,"Spouse","Female",33,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016382"
"416",30,"9430101638",3,"Child","Male",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.30325,NA,NA,3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016383"
"417",30,"9430101639",1,"Head","Male",28,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",0,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",3,"Alborz","Urban","General and Keyboard",NA,NA,NA,NA,1394,"139494301016391"
"418",30,"9430101639",2,"Spouse","Female",18,"Iran","In-Iran",TRUE,TRUE,"High","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",3,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016392"
"419",30,"9430101646",1,"Head","Male",47,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",15,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.45425,NA,"Employed",2,"Alborz","Urban","Sales",NA,NA,NA,NA,1394,"139494301016461"
"420",30,"9430101646",2,"Spouse","Female",44,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,144.8045,NA,"Inactive",2,"Alborz","Urban",NA,NA,NA,NA,NA,1394,"139494301016462"
