"","ProvinceCode","HHID","quarter","indiv.no","relationship","sex","age","nationality","residence.state","student","literate","edu.code","marrital.state","curr.job.year","curr.job.month","job.year","job.month","second.job.code","second.job.status","prev.job.code","prev.job.status","leaving.reason","not.ready.working","week.status","preference.type","preference.sec","weight","activity.state","ProvinceName","Region","job.field","second.job.position","second.job.field","prev.job.position","prev.job.field","Year","ID"
"1321",30,"9830111834",1,1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",3,8,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.490925,"Employed","Alborz","Urban","Handicraft and Printing",NA,NA,NA,NA,1398,"139898301118341"
"1322",30,"9830111834",1,2,"Spouse","Female",39,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",18,8,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.490925,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301118342"
"1323",30,"9830111834",1,3,"Child","Male",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.490925,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301118343"
"1324",30,"9830111834",2,1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",3,11,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.53275,"Employed","Alborz","Urban","Handicraft and Printing",NA,NA,NA,NA,1398,"139898301118341"
"1325",30,"9830111834",2,2,"Spouse","Female",39,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",18,11,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.53275,"Employed","Alborz","Urban","Science and Engineering",NA,NA,NA,NA,1398,"139898301118342"
"1326",30,"9830111834",2,3,"Child","Male",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.53275,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301118343"
"1327",30,"9830111835",1,1,"Head","Male",60,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",3,8,40,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.016725,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1398,"139898301118351"
"1328",30,"9830111835",1,2,"Spouse","Female",51,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.016725,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301118352"
"1329",30,"9830111835",1,3,"Child","Male",22,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",2,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.016725,"Employed","Alborz","Urban","Personal Services",NA,NA,NA,NA,1398,"139898301118353"
"1330",30,"9830111835",2,1,"Head","Male",60,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",3,11,40,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9817,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1398,"139898301118351"
"1331",30,"9830111835",2,2,"Spouse","Female",51,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9817,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301118352"
"1332",30,"9830111835",2,3,"Child","Male",22,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",2,11,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9817,"Employed","Alborz","Urban","Personal Services",NA,NA,NA,NA,1398,"139898301118353"
"1333",30,"9830111836",1,1,"Head","Female",53,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,104.957475,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301118361"
"1334",30,"9830111836",2,1,"Head","Female",53,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,97.311175,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301118361"
"1335",30,"9830111837",1,1,"Head","Male",32,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",5,11,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.499175,"Employed","Alborz","Urban","Legal, Social, Cultural and Related",NA,NA,NA,NA,1398,"139898301118371"
"1336",30,"9830111837",1,2,"Spouse","Female",29,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,117.499175,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301118372"
"1337",30,"9830111839",1,1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",5,11,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.16755,"Employed","Alborz","Urban","Science and Engineering Associate",NA,NA,NA,NA,1398,"139898301118391"
"1338",30,"9830111907",4,1,"Head","Male",54,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",2,0,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.2111,"Employed","Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1398,"139898301119071"
"1339",30,"9830111907",4,2,"Spouse","Female",54,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wage","Service",110.2111,"Unemployed","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119072"
"1340",30,"9830111907",4,3,"Child","Female",15,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,110.2111,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119073"
"1341",30,"9830111907",4,4,"Child","Male",11,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,110.2111,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119074"
"1342",30,"9830111907",4,5,"Child","Male",8,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.2111,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119075"
"1343",30,"9830111908",4,1,"Head","Female",76,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,85.503125,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119081"
"1344",30,"9830111908",4,2,"Child","Female",51,"Iran","In-Iran",FALSE,FALSE,NA,"Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,85.503125,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119082"
"1345",30,"9830111908",4,3,"Child","Female",46,"Iran","In-Iran",FALSE,TRUE,"Middle","Divorced",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.503125,"Employed","Alborz","Urban","Sales",NA,NA,NA,NA,1398,"139898301119083"
"1346",30,"9830111909",4,1,"Head","Male",55,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.232375,"Employed","Alborz","Urban","Building and Related Trade (excluding electricians)",NA,NA,NA,NA,1398,"139898301119091"
"1347",30,"9830111909",4,2,"Spouse","Female",34,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,107.232375,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119092"
"1348",30,"9830111909",4,3,"Child","Male",14,"Iran","In-Iran",FALSE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,107.232375,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119093"
"1349",30,"9830111910",3,1,"Head","Male",38,"Iran","In-Iran",FALSE,TRUE,"College","Married",12,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.26685,"Employed","Alborz","Urban","Health",NA,NA,NA,NA,1398,"139898301119101"
"1350",30,"9830111910",3,2,"Spouse","Female",40,"Iran","In-Iran",FALSE,TRUE,"College","Married",10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.26685,"Employed","Alborz","Urban","Health",NA,NA,NA,NA,1398,"139898301119102"
"1351",30,"9830111910",3,3,"Child","Female",13,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,105.26685,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119103"
"1352",30,"9830111910",4,1,"Head","Male",39,"Iran","In-Iran",FALSE,TRUE,"Masters","Married",12,0,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,"Employed","Alborz","Urban","Business and Administration",NA,NA,NA,NA,1398,"139898301119101"
"1353",30,"9830111910",4,2,"Spouse","Female",40,"Iran","In-Iran",FALSE,TRUE,"Masters","Married",10,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,"Employed","Alborz","Urban","Health",NA,NA,NA,NA,1398,"139898301119102"
"1354",30,"9830111910",4,3,"Child","Female",13,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,108.2875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119103"
"1355",30,"9830111911",3,1,"Head","Male",32,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",12,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.26685,"Employed","Alborz","Urban","Cleaners and Helpers",NA,NA,NA,NA,1398,"139898301119111"
"1356",30,"9830111911",3,2,"Spouse","Female",27,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,105.26685,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119112"
"1357",30,"9830111911",3,3,"Child","Female",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.26685,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119113"
"1358",30,"9830111911",4,1,"Head","Male",33,"Iran","In-Iran",TRUE,TRUE,"Pre","Married",16,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,"Employed","Alborz","Urban","Numerical and Material Recording",NA,NA,NA,NA,1398,"139898301119111"
"1359",30,"9830111911",4,2,"Spouse","Female",28,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,108.2875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119112"
"1360",30,"9830111911",4,3,"Child","Female",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119113"
"1361",30,"9830111912",3,1,"Head","Female",65,"Iran","In-Iran",FALSE,TRUE,"Pre","Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,91.49295,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119121"
"1362",30,"9830111912",4,1,"Head","Male",36,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",10,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,"Employed","Alborz","Urban","Business and Administration",NA,NA,NA,NA,1398,"139898301119121"
"1363",30,"9830111912",4,2,"Spouse","Female",30,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,108.2875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119122"
"1364",30,"9830111912",4,3,"Child","Female",5,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119123"
"1365",30,"9830111916",3,1,"Head","Male",48,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,108.2875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119161"
"1366",30,"9830111916",3,2,"Spouse","Female",47,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,108.2875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119162"
"1367",30,"9830111916",3,3,"Child","Female",10,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,108.2875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119163"
"1368",30,"9830111916",4,1,"Head","Male",48,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",10,8,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.719675,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301119161"
"1369",30,"9830111916",4,2,"Spouse","Female",48,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,106.719675,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119162"
"1370",30,"9830111916",4,3,"Child","Female",10,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,106.719675,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119163"
"1371",30,"9830111917",4,1,"Head","Male",48,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",10,8,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.9869,"Employed","Alborz","Urban","Vehicle Drivers",NA,NA,NA,NA,1398,"139898301119171"
"1372",30,"9830111917",4,2,"Spouse","Female",39,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,112.9869,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119172"
"1373",30,"9830111917",4,3,"Child","Female",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.9869,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119173"
"1374",30,"9830111917",4,4,"Child","Female",4,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.9869,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119174"
"1375",30,"9830111918",3,1,"Head","Male",35,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",6,0,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,"Employed","Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1398,"139898301119181"
"1376",30,"9830111918",3,2,"Spouse","Female",29,"Iran","In-Iran",FALSE,TRUE,"Primary","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,108.2875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119182"
"1377",30,"9830111918",3,3,"Child","Female",7,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.2875,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119183"
"1378",30,"9830111918",4,1,"Head","Male",40,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",21,8,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.78945,"Employed","Alborz","Urban","General and Keyboard",NA,NA,NA,NA,1398,"139898301119181"
"1379",30,"9830111918",4,2,"Spouse","Female",39,"Iran","In-Iran",TRUE,TRUE,"Bachelors","Married",21,8,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.78945,"Employed","Alborz","Urban","General and Keyboard",NA,NA,NA,NA,1398,"139898301119182"
"1380",30,"9830111918",4,3,"Child","Male",7,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.78945,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119183"
"1381",30,"9830111922",3,1,"Head","Male",59,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,100.45245,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119221"
"1382",30,"9830111922",3,2,"Spouse","Female",52,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",18,8,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.45245,"Employed","Alborz","Urban","Handicraft and Printing",NA,NA,NA,NA,1398,"139898301119222"
"1383",30,"9830111922",4,1,"Head","Male",60,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Retired",NA,NA,102.646425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119221"
"1384",30,"9830111922",4,2,"Spouse","Female",52,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,102.646425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119222"
"1385",30,"9830111924",3,1,"Head","Male",60,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",18,8,20,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.126425,"Employed","Alborz","Urban","General and Keyboard",NA,NA,NA,NA,1398,"139898301119241"
"1386",30,"9830111924",3,2,"Spouse","Female",35,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,117.126425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119242"
"1387",30,"9830111924",3,3,"Child","Male",11,"Iran","In-Iran",TRUE,TRUE,"Primary","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,117.126425,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119243"
"1388",30,"9830111924",3,4,"Child","Male",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.126425,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119244"
"1389",30,"9830111924",4,1,"Head","Male",38,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",17,11,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.4191,"Employed","Alborz","Urban","General and Keyboard",NA,NA,NA,NA,1398,"139898301119241"
"1390",30,"9830111924",4,2,"Spouse","Female",35,"Iran","In-Iran",FALSE,TRUE,"Masters","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,118.4191,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119242"
"1391",30,"9830111924",4,3,"Child","Male",9,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.4191,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119243"
"1392",30,"9830111924",4,4,"Child","Male",3,"Iran","In-Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.4191,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119244"
"1393",30,"9830111926",2,1,"Head","Female",50,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,105.7525,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119261"
"1394",30,"9830111926",2,2,"Child","Male",22,"Iran","In-Iran",FALSE,TRUE,"Primary","Bachelor",2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.7525,"Employed","Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1398,"139898301119262"
"1395",30,"9830111926",2,3,"Child","Male",33,"Iran","In-Iran",FALSE,TRUE,"Primary","Divorced",4,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.7525,"Employed","Alborz","Urban","Cleaners and Helpers",NA,NA,NA,NA,1398,"139898301119263"
"1396",30,"9830111926",3,1,"Head","Female",51,"Iran","In-Iran",FALSE,FALSE,NA,"Widowed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,107.9817,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119261"
"1397",30,"9830111926",3,2,"Child","Male",23,"Iran","In-Iran",FALSE,TRUE,"Middle","Bachelor",3,11,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9817,"Employed","Alborz","Urban","Metal, Machinery and Related Trades",NA,NA,NA,NA,1398,"139898301119262"
"1398",30,"9830111926",3,3,"Child","Male",34,"Iran","In-Iran",FALSE,TRUE,"Primary","Divorced",5,11,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9817,"Employed","Alborz","Urban","Cleaners and Helpers",NA,NA,NA,NA,1398,"139898301119263"
"1399",30,"9830111927",2,1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",20,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.26685,"Employed","Alborz","Urban","Legal, Social, Cultural and Related",NA,NA,NA,NA,1398,"139898301119271"
"1400",30,"9830111927",2,2,"Spouse","Female",47,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,105.26685,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119272"
"1401",30,"9830111927",2,4,NA,"Female",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.26685,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119274"
"1402",30,"9830111927",3,1,"Head","Male",44,"Iran","In-Iran",FALSE,TRUE,"Bachelors","Married",21,11,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.795875,"Employed","Alborz","Urban","Legal, Social, Cultural and Related",NA,NA,NA,NA,1398,"139898301119271"
"1403",30,"9830111927",3,2,"Spouse","Female",47,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,109.795875,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119272"
"1404",30,"9830111927",3,4,"Child","Female",7,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.795875,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119274"
"1405",30,"9830111928",1,1,"Head","Female",37,"Iran","In-Iran",FALSE,TRUE,"Pre","Divorced",NA,NA,NA,NA,NA,NA,9111,"Self-buss","Low income",NA,NA,"Wage","Service",106.2294,"Unemployed","Alborz","Urban",NA,NA,NA,"Unskilled workers","Cleaners and Helpers",1398,"139898301119281"
"1406",30,"9830111928",1,2,"Child","Male",8,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.2294,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119282"
"1407",30,"9830111929",1,1,"Head","Male",59,"Iran","In-Iran",FALSE,TRUE,"Pre","Widowed",40,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.875825,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301119291"
"1408",30,"9830111929",1,2,"Child","Female",29,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,110.875825,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119292"
"1409",30,"9830111929",1,3,"Child","Male",14,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,110.875825,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119293"
"1410",30,"9830111929",2,1,"Head","Male",59,"Iran","In-Iran",FALSE,TRUE,"Pre","Widowed",40,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.64345,"Employed","Alborz","Urban","Food Processing, Woodworking, Garment and Other Craft and Related Trades",NA,NA,NA,NA,1398,"139898301119291"
"1411",30,"9830111929",2,2,"Child","Female",30,"Iran","In-Iran",FALSE,TRUE,"Pre","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,111.64345,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119292"
"1412",30,"9830111929",2,3,"Child","Male",14,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,111.64345,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119293"
"1413",30,"9830111930",1,1,"Head","Male",43,"Iran","In-Iran",FALSE,TRUE,"Middle","Married",15,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.746825,"Employed","Alborz","Urban","Building and Related Trade (excluding electricians)",NA,NA,NA,NA,1398,"139898301119301"
"1414",30,"9830111930",1,2,"Spouse","Female",41,"Iran","In-Iran",FALSE,TRUE,"Pre","Married",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homemaker",NA,NA,105.746825,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119302"
"1415",30,"9830111930",1,3,"Child","Female",15,"Iran","In-Iran",TRUE,TRUE,"Middle","Bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In education",NA,NA,105.746825,"Inactive","Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119303"
"1416",30,"9830111930",1,4,"Child","Female",6,"Iran","In-Iran",TRUE,TRUE,"Primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.746825,NA,"Alborz","Urban",NA,NA,NA,NA,NA,1398,"139898301119304"
