"","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q10","Q11","Q12","Q13","Q16MD","Q16MH","Q16All","Q16AllH","Q17","Q18.Sat","Q18.Sun","Q18.Mon","Q18.Tues","Q18.Wed","Q18.Thurs","Q18.Fri","Q18.Total","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27.day","Q27.hour","Q29","Q31","Q32.1","Q32.2","Q32.3","Q32.4","Q32.5","Q32.6","Q32.7","Q32.8","Q32.9","Q33","Q34","Q35.y","Q35.m","Q36","Q37.y","Q37.m","Q38","Q39","Q40.y","Q40.m","Q42","Q45","Q48.y","Q48.m","job.position","job.code","ID","HHID","indiv.no","Year"
"1167","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107141","9730110714",1,1397
"1168","Yes",NA,NA,NA,NA,NA,NA,"No",88900,"Prv-wage",2,"No",1,3,1,3,6,3,0,0,0,0,0,0,3,NA,NA,"Yes","Yes","New job","Yes","Income increase","Replacement",5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technician and associate professional",3255,"139797301107142","9730110714",2,1397
"1169","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107143","9730110714",3,1397
"1170","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107144","9730110714",4,1397
"1171","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107141","9730110714",1,1397
"1172","Yes",NA,NA,NA,NA,NA,NA,"No",88900,"Prv-wage",2,"Yes",5,20,5,20,1,4,4,4,4,4,0,0,20,NA,NA,"Yes","Yes","New job","No",NA,NA,6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Professional",2342,"139797301107142","9730110714",2,1397
"1173","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Losing hope in finding job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"139797301107143","9730110714",3,1397
"1174","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107144","9730110714",4,1397
"1175","Yes",NA,NA,NA,NA,NA,NA,"No",45300,"Self-buss",1,"No",6,72,6,72,NA,12,12,12,12,12,12,0,72,NA,NA,"No",NA,NA,"No",NA,NA,6,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales and services worker",5224,"139797301107161","9730110716",1,1397
"1176","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107162","9730110716",2,1397
"1177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107163","9730110716",3,1397
"1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107164","9730110716",4,1397
"1179","Yes",NA,NA,NA,NA,NA,NA,"No",45300,"Self-buss",1,"No",6,60,6,60,NA,10,10,10,10,10,10,0,60,NA,NA,"No",NA,NA,"No",NA,NA,6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales and services worker",5224,"139797301107161","9730110716",1,1397
"1180","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107162","9730110716",2,1397
"1181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107163","9730110716",3,1397
"1182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107164","9730110716",4,1397
"1183","Yes",NA,NA,NA,NA,NA,NA,"No",56100,"Prv-wage",2,"No",7,56,7,56,NA,8,8,8,8,8,8,8,56,NA,NA,"No",NA,NA,"No",NA,NA,7,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elementary occupation",9621,"139797301107191","9730110719",1,1397
"1184","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107192","9730110719",2,1397
"1185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107193","9730110719",3,1397
"1186","Yes",NA,NA,NA,NA,NA,NA,"No",53200,"Self-buss",2,"No",6,60,6,60,NA,10,10,10,10,10,10,0,60,NA,NA,"No",NA,NA,"No",NA,NA,6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Elementary occupation",9621,"139797301107191","9730110719",1,1397
"1187","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107192","9730110719",2,1397
"1188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107193","9730110719",3,1397
"1189","Yes",NA,NA,NA,NA,NA,NA,"No",25920,"Self-buss",1,"No",6,30,6,30,7,5,5,5,5,5,5,0,30,NA,NA,"Yes","Yes","Overtime","No",NA,NA,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craft and related trades workers",7212,"139797301107201","9730110720",1,1397
"1190","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107202","9730110720",2,1397
"1191","Yes",NA,NA,NA,NA,NA,NA,"No",25920,"Prv-wage",1,"No",6,30,6,30,7,5,5,5,5,5,5,0,30,NA,NA,"No",NA,NA,"No",NA,NA,6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craft and related trades workers",7212,"139797301107203","9730110720",3,1397
"1192","Yes",NA,NA,NA,NA,NA,NA,"No",25920,"Prv-wage",1,"No",6,30,6,30,7,5,5,5,5,5,5,0,30,NA,NA,"Yes","Yes","Overtime","No",NA,NA,6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craft and related trades workers",7212,"139797301107204","9730110720",4,1397
"1193","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107205","9730110720",5,1397
"1194","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temporary disability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107201","9730110720",1,1397
"1195","Yes",NA,NA,NA,NA,NA,NA,"No",43300,"Prv-wage",1,"No",4,40,4,40,6,10,10,10,10,0,0,0,40,NA,NA,"Yes","Yes","New job","No",NA,NA,6,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craft and related trades workers",7131,"139797301107211","9730110721",1,1397
"1196","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","Yes","Yes","No","No","No","No",NA,NA,"Yes",2,0,"On the job",10,0,2,1,2,0,43300,NA,8,6,NA,NA,"139797301107211","9730110721",1,1397
"1197","Yes",NA,NA,NA,NA,NA,NA,"No",49220,"Prv-wage",1,"No",7,70,7,70,NA,10,10,10,10,10,10,10,70,NA,NA,"No",NA,NA,"No",NA,NA,7,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plant and machine operator and assembler",8331,"139797301107221","9730110722",1,1397
"1198","Yes",NA,NA,NA,NA,NA,NA,"No",96020,"Prv-wage",1,"No",6,54,6,54,NA,9,9,9,9,9,9,0,54,NA,NA,"No",NA,NA,"No",NA,NA,6,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales and services worker",5143,"139797301107222","9730110722",2,1397
"1199","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temporary disability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107231","9730110723",1,1397
"1200","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107232","9730110723",2,1397
"1201","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107233","9730110723",3,1397
"1202","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107231","9730110723",1,1397
"1203","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107232","9730110723",2,1397
"1204","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107233","9730110723",3,1397
"1205","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107241","9730110724",1,1397
"1206","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107242","9730110724",2,1397
"1207","Yes",NA,NA,NA,NA,NA,NA,"No",20220,"Prv-wage",5,"Yes",6,72,6,72,NA,12,12,12,12,12,12,0,72,NA,NA,"No",NA,NA,"No",NA,NA,6,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales and services worker",5414,"139797301107243","9730110724",3,1397
"1208","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107241","9730110724",1,1397
"1209","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107242","9730110724",2,1397
"1210","Yes",NA,NA,NA,NA,NA,NA,"No",20220,"Prv-wage",4,"Yes",3,54,3,54,NA,18,0,0,18,0,0,18,54,NA,NA,"No",NA,NA,"No",NA,NA,3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales and services worker",5414,"139797301107243","9730110724",3,1397
"1211","Yes",NA,NA,NA,NA,NA,NA,"No",45200,"Self-buss",1,"No",6,48,6,48,NA,8,8,8,8,8,8,0,48,NA,NA,"No",NA,NA,"No",NA,NA,6,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craft and related trades workers",7231,"139797301107251","9730110725",1,1397
"1212","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107252","9730110725",2,1397
"1213","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107253","9730110725",3,1397
"1214","Yes",NA,NA,NA,NA,NA,NA,"No",36000,"Public-wage",NA,"Yes",3,54,3,54,NA,18,0,0,18,0,0,18,54,NA,NA,"No",NA,NA,"No",NA,NA,3,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sales and services worker",5414,"139797301107261","9730110726",1,1397
"1215","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107271","9730110727",1,1397
"1216","Yes",NA,NA,NA,NA,NA,NA,"No",85102,"Public-wage",NA,"Yes",4,20,4,20,1,5,5,5,5,0,0,0,20,NA,NA,"No",NA,NA,"No",NA,NA,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Professional",2341,"139797301107272","9730110727",2,1397
"1217","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107273","9730110727",3,1397
"1218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301107274","9730110727",4,1397
"1219","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108011","9730110801",1,1397
"1220","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108012","9730110801",2,1397
"1221","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108021","9730110802",1,1397
"1222","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108031","9730110803",1,1397
"1223","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No-need to job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108041","9730110804",1,1397
"1224","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Losing hope in finding job",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"139797301108042","9730110804",2,1397
"1225","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Job search result awaiting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,"139797301108043","9730110804",3,1397
"1226","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108041","9730110804",1,1397
"1227","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108042","9730110804",2,1397
"1228","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108043","9730110804",3,1397
"1229","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Others",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108044","9730110804",4,1397
"1230","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Personal matters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"139797301108051","9730110805",1,1397
"1231","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","No","Yes","No","No","Yes","No",NA,NA,"Yes",5,0,"On the job",5,0,2,2,NA,NA,NA,NA,8,6,NA,NA,"139797301108052","9730110805",2,1397
